date,leader1,leader1_share,leader2,leader2_share,leader3,leader3_share
2025-03-07,Nuclear_Uranium,0.08490371446156336,Semis,0.07642766943639503,Grid_Power,0.06230068843051602
2025-03-08,Nuclear_Uranium,0.08421781322251724,Semis,0.07680021507621874,Grid_Power,0.062482451521258434
2025-03-09,Nuclear_Uranium,0.0842200587718608,Semis,0.07680269179786799,Grid_Power,0.06248446392852336
2025-03-10,Nuclear_Uranium,0.08425261823672552,Semis,0.07684762854731583,Grid_Power,0.06251760285415445
2025-03-11,Nuclear_Uranium,0.07998368881177424,Semis,0.07533248817798474,Grid_Power,0.059918286774706155
2025-03-12,Nuclear_Uranium,0.08032237187875929,Semis,0.07519241279680343,Grid_Power,0.05996959780465084
2025-03-13,Nuclear_Uranium,0.07965700267493694,Semis,0.07477063267417403,Grid_Power,0.05959447498429504
2025-03-14,Nuclear_Uranium,0.07982952799927225,Semis,0.0747167380779497,Grid_Power,0.05971469985563773
2025-03-15,Nuclear_Uranium,0.07781236014706276,Semis,0.07276071758585635,Grid_Power,0.05895876641603953
2025-03-16,Nuclear_Uranium,0.07781347581743468,Semis,0.07276178928178939,Grid_Power,0.058959582805516594
2025-03-17,Nuclear_Uranium,0.07781598966297497,Semis,0.07276568352241895,Grid_Power,0.0589622167153866
2025-03-18,Nuclear_Uranium,0.0768811527081304,Semis,0.07157688473561358,Grid_Power,0.058696276267474354
2025-03-19,Nuclear_Uranium,0.0762905858640644,Semis,0.0711966035062452,Grid_Power,0.05851191598357117
2025-03-20,Nuclear_Uranium,0.07737960428467626,Semis,0.07214507269519796,Grid_Power,0.058942402913633944
2025-03-21,Nuclear_Uranium,0.07672339453433175,Semis,0.07176901233209565,Grid_Power,0.058613877866756085
2025-03-22,Nuclear_Uranium,0.07654595639709769,Semis,0.07189271348000911,Grid_Power,0.05858285560327219
2025-03-23,Nuclear_Uranium,0.07654063094407802,Semis,0.07188701248548592,Grid_Power,0.058578653990967816
2025-03-24,Nuclear_Uranium,0.07653638148550929,Semis,0.07188209327862385,Grid_Power,0.058575585168981266
2025-03-25,Nuclear_Uranium,0.07640309561947743,Semis,0.07121561568709299,Grid_Power,0.058399412537798796
2025-03-26,Nuclear_Uranium,0.07485198550670019,Semis,0.07192747896473556,Grid_Power,0.0579806832460303
2025-03-27,Nuclear_Uranium,0.07478252409173919,Semis,0.0714943781966761,Grid_Power,0.05771891101662353
2025-03-28,Nuclear_Uranium,0.07512136085713972,Semis,0.07215158671259542,Grid_Power,0.057951814286434165
2025-03-29,Nuclear_Uranium,0.07429139024491678,Semis,0.07104207474802444,Grid_Power,0.05679239909498585
2025-03-30,Nuclear_Uranium,0.07429775392041928,Semis,0.07105110451318161,Grid_Power,0.05679838880662917
2025-03-31,Nuclear_Uranium,0.07429408314072804,Semis,0.07104574251821622,Grid_Power,0.056794880760403586
2025-04-01,Nuclear_Uranium,0.0714134871207312,Semis,0.07057833069379194,Grid_Power,0.05823817410854168
2025-04-02,Nuclear_Uranium,0.07100417301418395,Semis,0.07070801419075787,Grid_Power,0.05842207398440905
2025-04-03,Nuclear_Uranium,0.07162352977221179,Semis,0.07077468115744016,Grid_Power,0.05843558881345006
2025-04-04,Semis,0.07002854103096379,Nuclear_Uranium,0.06669031721459655,MegaCap_AI,0.06096165280005371
2025-04-05,Nuclear_Uranium,0.06736251922507006,Semis,0.06595207225475677,MegaCap_AI,0.059429618954756395
2025-04-06,Nuclear_Uranium,0.06735650732044678,Semis,0.06594320124988977,MegaCap_AI,0.059422710990215157
2025-04-07,Nuclear_Uranium,0.06737385549189362,Semis,0.06597130795932482,MegaCap_AI,0.05944380900574621
2025-04-08,Nuclear_Uranium,0.06764983882319665,Semis,0.06594512137430807,MegaCap_AI,0.05952043736184157
2025-04-09,Nuclear_Uranium,0.06737543028864677,Semis,0.06597820095477927,MegaCap_AI,0.059517946165093434
2025-04-10,Nuclear_Uranium,0.06656487988059058,Semis,0.06464396644526876,MegaCap_AI,0.06275052389393833
2025-04-11,Nuclear_Uranium,0.06711938604206732,Semis,0.06488909728067992,MegaCap_AI,0.06321838612692897
2025-04-12,Nuclear_Uranium,0.06822133009726525,Semis,0.06463730897365493,MegaCap_AI,0.06340438663918471
2025-04-13,Nuclear_Uranium,0.06822481748916374,Semis,0.0646405595665886,MegaCap_AI,0.06340695289760774
2025-04-14,Nuclear_Uranium,0.06822692143063011,Semis,0.06464392034515441,MegaCap_AI,0.06340997959273917
2025-04-15,Nuclear_Uranium,0.06849515169649151,Semis,0.06450172687314164,MegaCap_AI,0.06330623413551967
2025-04-16,Nuclear_Uranium,0.06844775154090382,Semis,0.06457839331227391,MegaCap_AI,0.06326819575628004
2025-04-17,Nuclear_Uranium,0.06854082069282301,Semis,0.06428161761791991,MegaCap_AI,0.06307686394464808
2025-04-18,Nuclear_Uranium,0.06874302203063758,Semis,0.06411253612806322,MegaCap_AI,0.06255056082508474
2025-04-19,Nuclear_Uranium,0.06908069792460769,Semis,0.06390260388717003,MegaCap_AI,0.062310463871491646
2025-04-20,Nuclear_Uranium,0.06908053247846349,Semis,0.0639025118256471,MegaCap_AI,0.06231038699894742
2025-04-21,Nuclear_Uranium,0.06907969305953465,Semis,0.06390147979430827,MegaCap_AI,0.062309546921141955
2025-04-22,Nuclear_Uranium,0.06941947238909146,Semis,0.06408673488595955,MegaCap_AI,0.06256610865029565
2025-04-23,Nuclear_Uranium,0.06961346630323291,Semis,0.0641671460175954,MegaCap_AI,0.06270518440571185
2025-04-24,Nuclear_Uranium,0.07001991606499687,Semis,0.06429510366680298,MegaCap_AI,0.0628758452302769
2025-04-25,Nuclear_Uranium,0.07022223950438052,Semis,0.06417915440094042,MegaCap_AI,0.0627774444343774
2025-04-26,Nuclear_Uranium,0.07006366295126222,Semis,0.06452932852778585,MegaCap_AI,0.06295202913490423
2025-04-27,Nuclear_Uranium,0.0700624896908309,Semis,0.06452770959682085,MegaCap_AI,0.06295066732103752
2025-04-28,Nuclear_Uranium,0.07006270611823634,Semis,0.06452753623550063,MegaCap_AI,0.06295051976979407
2025-04-29,Nuclear_Uranium,0.06991448232106226,Semis,0.06453120531062381,MegaCap_AI,0.06293572914501865
2025-04-30,Nuclear_Uranium,0.0702520643094236,Semis,0.06436325907649815,MegaCap_AI,0.06288867869433773
2025-05-01,Nuclear_Uranium,0.07045914337681648,Semis,0.064422100295683,MegaCap_AI,0.0631410347174988
2025-05-02,Nuclear_Uranium,0.0703371640036135,Semis,0.06480733117769254,MegaCap_AI,0.0622880264078407
2025-05-03,Nuclear_Uranium,0.0702002232235251,Semis,0.06477517648701843,MegaCap_AI,0.06171751253489489
2025-05-04,Nuclear_Uranium,0.07020008471704553,Semis,0.06477462617791435,MegaCap_AI,0.061716949325508995
2025-05-05,Nuclear_Uranium,0.07015643979286396,Semis,0.06471514768125729,MegaCap_AI,0.061668039510373814
2025-05-06,Nuclear_Uranium,0.07028264999898294,Semis,0.06462206773695119,MegaCap_AI,0.06156648371202289
2025-05-07,Nuclear_Uranium,0.0698986404866252,Semis,0.06505514132119414,MegaCap_AI,0.06198573250754337
2025-05-08,Nuclear_Uranium,0.06959707389975925,Semis,0.0648928737594115,MegaCap_AI,0.060843300561969245
