date,axis_Equity_US,axis_Equity_ExUS,axis_Rates,axis_Credit,axis_USD,axis_Commodities,axis_Metals,axis_Miners,axis_Vol,axis_Sector_Tech,axis_Sector_Fin,axis_Sector_Health,axis_Sector_ConsDisc,axis_Sector_ConsStap,axis_Sector_Ind,axis_Sector_Energy,axis_Sector_Materials,axis_Sector_Utilities,axis_Sector_Comm,axis_Sector_RealEstate,axis_MegaCap_AI,axis_Semis,axis_Software_Cloud,axis_DataCenter_Infra,axis_Cyber,axis_Defense,axis_Space,axis_Robotics,axis_Grid_Power,axis_Quantum,axis_Crypto,axis_Nuclear_Uranium,axis_Critical_Minerals,axis_Clean_Solar,axis_Clean_Wind,axis_Clean_Broad,axis_Genomics_Bio,axis_Drones_Autonomy
2025-05-09,0.03364554872347657,0.027500171923901938,0.040286361120918567,0.023474507701157582,0.046077681935261586,0.025817252632786107,0.16306483805699185,0.07118779212159938,0.0039396125021395915,0.008614301273890842,0.00956453907635227,0.009367285486875047,0.01858524250604034,0.001702087995440917,0.005036654589442455,0.0016352491746599476,0.0007303165086483476,0.013194965945077937,0.012843262779396323,0.004724258480044286,0.05488376063679102,0.013267785132778504,0.03074619579501448,0.016532506349542127,0.006565188645409796,0.007538585944457043,0.013856896118038286,0.0009496334679043093,0.013193702589369706,0.013271501886049624,0.02869238889724722,0.06651608007172237,0.0426251879377743,0.002169228782640957,0.02248358998106377,0.024428894709819512,0.10880702872536768,0.012479913794907486
2025-05-10,0.033817966452543514,0.026746419723297547,0.03621140185200708,0.02263772731185278,0.045131870751306924,0.02688663419728368,0.1613324261063286,0.06945464727183517,0.0036604580011984165,0.008530094677608019,0.010125654046508017,0.011016995750066804,0.018319634076584483,0.003077377196055261,0.005506988382040749,0.0012794193077025958,0.001159750199148087,0.013079658367373487,0.01338041821242475,0.004773329841394559,0.05376710540105564,0.011425793345173425,0.031347168195623366,0.01709924371105851,0.006823257528529714,0.005469546090010339,0.016231600518962525,0.001505470559652557,0.014406077029442329,0.014602696234588047,0.025567052059896567,0.07216043708481157,0.04226318727922141,0.004181224723078847,0.022973498812209284,0.023895009117802603,0.11003399259304901,0.010118767991273711
2025-05-11,0.03382525795142478,0.026747598210728175,0.03617509220993999,0.02263107133779303,0.04513387734510717,0.026873697336420962,0.16131568940553126,0.06944811779559351,0.0036633960831553227,0.00853411361084198,0.010130440917191706,0.011025508845392874,0.018320587674485744,0.003077160557505033,0.005513199369751565,0.0012868817297417864,0.0011624856906891864,0.013075415705467927,0.013383680581176201,0.004778920891221262,0.05377629376688103,0.011438392071166795,0.03135498568540461,0.01709538512480527,0.00682172802403755,0.005459272181329884,0.016224763959048174,0.0015128333191459988,0.01440063662184043,0.014651638845811766,0.025559214510031705,0.0721514315105337,0.042261916268039226,0.004190484436334694,0.02297735051992082,0.023900890789432118,0.11000824529839207,0.010112343818684734
2025-05-12,0.03383145462149404,0.026754486929762834,0.03617626341396864,0.022630502030549563,0.04514133059486042,0.02688509586924406,0.16133010596997452,0.06945840087491639,0.0036654000832366416,0.008539372111561526,0.010132398324084472,0.011026113321177804,0.018321203602346896,0.0030702539748096243,0.0055167208340893645,0.001285727051093994,0.0011596159738401135,0.013074450191421168,0.013385858245838366,0.004778901059218685,0.05378802438196713,0.01145866149013699,0.03136868612618624,0.017085946686262586,0.006820584696025387,0.005450019220711173,0.016229113963507066,0.00151671670627867,0.014386653816708977,0.014672209298314042,0.02544953141909161,0.07212509411236134,0.04228564013769812,0.004201750702165563,0.022983897472053493,0.02390721775682435,0.11000268836626959,0.010103908569948522
2025-05-13,0.03501726979964003,0.018704065867731184,0.015353745797615672,0.016744050268482892,0.04328017515851976,0.014719848763791349,0.15194819379127703,0.059477787231487826,0.004009977743889858,0.007682919771669591,0.012113683006249171,0.016298798219785866,0.019958968866895355,0.008095741571407241,0.008452844147698325,0.005383453907127565,0.006147155715940769,0.016636387651718283,0.013935915349010312,0.004382382531874163,0.0573646329031855,0.01513714107538554,0.026462260196613387,0.03144744606112021,0.0070556804270525825,0.006448301454624189,0.015554031124403778,0.003957519292671609,0.02662723989364119,0.02642421369858429,0.008396651972020277,0.1122865586192143,0.02170644667553805,0.0013957715568130324,0.019651513539334798,0.02137083406280125,0.10718416829362885,0.013186223991554955
2025-05-14,0.03476124065691702,0.017924367243904223,0.020326534611778475,0.013509306239197253,0.04351930451438527,0.017614216078659803,0.1523846041826274,0.05851418372937933,0.004205913793723945,0.0074307079482138425,0.012099631113023005,0.017838464865298487,0.019356725603423976,0.008559511714453414,0.008692147887908029,0.004530828377985161,0.006472909197289611,0.01657713835904383,0.013591827401943465,0.004993900342772886,0.057266178837636274,0.015023384277290388,0.026145846678962664,0.028622948342931713,0.007128655627551493,0.005486953587320233,0.01274189974463332,0.004283652622543727,0.026245554031992496,0.02204772358395144,0.010020690061545942,0.11196907349673589,0.02189519060154231,0.0008475636914111418,0.0206582524859099,0.021967208633952552,0.11363147929630626,0.011114280535853784
2025-05-15,0.03480508311454443,0.01720194540125027,0.01929141163632182,0.014482399566055439,0.043156126883552755,0.017120655392818908,0.15193182027544477,0.05880282972301269,0.004089204134644714,0.007238718353555979,0.012240916831799373,0.017584231708815908,0.01948937011351171,0.009221952115231448,0.008556205667684611,0.004712855217452507,0.0065957180543289775,0.016341372747628855,0.013949124535385098,0.00527408078948241,0.057892964477001325,0.015070944499139222,0.025621872802670444,0.030523177076898847,0.007290885738832799,0.006187744688534613,0.012165111608427917,0.004123716757979331,0.02742225775795198,0.01908796912555906,0.010078297903658948,0.11392186591205386,0.02184531220766664,0.00029991275287393084,0.02008903099350898,0.021722421324720406,0.11247164532164175,0.012098846788357324
2025-05-16,0.03476792439131994,0.016198602649739175,0.018530399303779286,0.015411062049160727,0.04267077531082581,0.014760380227847508,0.14961570952273043,0.05746833889376535,0.004058154732751084,0.007061917883441422,0.012504540265194748,0.017588792355313684,0.01968387618079261,0.009367545084342392,0.008499170035481457,0.005314119359789556,0.007041251510269866,0.016233475751114838,0.014102879630580325,0.005430058504408009,0.05906318943631896,0.01524399377927501,0.025351020311719662,0.03205161169242695,0.0074302746752560765,0.006948698546305219,0.01300229903794134,0.004196396572668572,0.028565479751379696,0.020269861926329166,0.010155828671689916,0.11643363264563754,0.021191184914892428,0.0007809166877232534,0.019443952054677326,0.021179616391391667,0.10949143644283903,0.01289163281888007
2025-05-17,0.034707073432510595,0.016010614335090868,0.019105571939407765,0.01615312807013621,0.04273188818968315,0.0113547384514031,0.14521381701623162,0.05563099796684875,0.004048214015524262,0.006397775265367431,0.013102839025246607,0.01953013981934449,0.01988491592516212,0.011278866278929017,0.009209580743259739,0.006137123525782545,0.008112331158507437,0.014343281077831447,0.01433942153441307,0.006641249396511502,0.05898791928069439,0.013564015099957014,0.024394578060773137,0.034963022243062004,0.007554583715141752,0.00550122864360671,0.013046266652169021,0.004029947050565548,0.029958038503666774,0.018702092630335322,0.008623461136609521,0.12249683167313018,0.02079087429839287,0.00039129888683659173,0.019862728636242385,0.021745579500524442,0.11003019077659452,0.011423776044506161
2025-05-18,0.03470985698589867,0.016012072835501785,0.019110121328114935,0.01615042471413489,0.04273431922863948,0.01135938802007745,0.1452218586331977,0.05563459373395579,0.004049054734194774,0.006399800300150874,0.013103745009525698,0.019531127683025597,0.019885528169442092,0.011276883531017667,0.009211245942445555,0.006136542330216494,0.00811164788724522,0.014343638332322363,0.01434070586728174,0.00664111620147442,0.05898792125449648,0.013566792147375658,0.02439999720443779,0.03495799865223092,0.007554317991244937,0.005497765093095626,0.013044182181653338,0.004032016612465457,0.029954271414107888,0.018706579949412692,0.008590239318558191,0.12249085919118535,0.020793193414146333,0.00039544877992359794,0.019865175236524875,0.02174827570488839,0.11003099009819439,0.011420304288194768
