date,leader1,leader1_share,leader2,leader2_share,leader3,leader3_share
2025-05-09,Nuclear_Uranium,0.06930594458120842,MegaCap_AI,0.061437622051543475,Semis,0.055891514171779684
2025-05-10,Nuclear_Uranium,0.06922419961412975,MegaCap_AI,0.06148485802982966,Semis,0.05589554472580734
2025-05-11,Nuclear_Uranium,0.0692324310804968,MegaCap_AI,0.06149253634357974,Semis,0.055903323662594574
2025-05-12,Nuclear_Uranium,0.06923309177977854,MegaCap_AI,0.06149300706088603,Semis,0.055903917284869833
2025-05-13,Nuclear_Uranium,0.06878745644687745,MegaCap_AI,0.06185635635853221,Semis,0.05647683176840989
2025-05-14,Nuclear_Uranium,0.06889921084695369,MegaCap_AI,0.061962438658504676,Semis,0.056600258667829334
2025-05-15,Nuclear_Uranium,0.06848747735969228,MegaCap_AI,0.06161439700839606,Semis,0.05643447332544468
2025-05-16,Nuclear_Uranium,0.0684396447419968,MegaCap_AI,0.06159823443214166,Semis,0.0564705459631037
2025-05-17,Nuclear_Uranium,0.06810648818754858,MegaCap_AI,0.06138087890827038,Semis,0.05636503377103417
2025-05-18,Nuclear_Uranium,0.06810673143434307,MegaCap_AI,0.06138101213147526,Semis,0.05636523530602149
2025-05-19,Nuclear_Uranium,0.06810899938143179,MegaCap_AI,0.06138356245263698,Semis,0.056367908715546464
2025-05-20,Nuclear_Uranium,0.06799624864771675,MegaCap_AI,0.061207228043882206,Semis,0.05626786909460635
2025-05-21,Nuclear_Uranium,0.0678664051278151,MegaCap_AI,0.06123927339405989,Semis,0.056264490225188174
2025-05-22,Nuclear_Uranium,0.06757640375740336,MegaCap_AI,0.06086877792649033,Semis,0.05652893522582868
2025-05-23,Nuclear_Uranium,0.06775342454706218,MegaCap_AI,0.061267517399364375,Semis,0.05671427554302643
2025-05-24,Nuclear_Uranium,0.06405361066124377,MegaCap_AI,0.06133769865142724,Semis,0.05687370485529068
2025-05-25,Nuclear_Uranium,0.06405140284026029,MegaCap_AI,0.06133628646889211,Semis,0.05687219610742615
2025-05-26,Nuclear_Uranium,0.06404814090219332,MegaCap_AI,0.06133426652259807,Semis,0.056869825122282364
2025-05-27,Nuclear_Uranium,0.06404772495839545,MegaCap_AI,0.0613337126321246,Semis,0.056869285479133454
2025-05-28,Nuclear_Uranium,0.06374335236543453,MegaCap_AI,0.062012546399594574,Semis,0.05699124192084171
2025-05-29,Nuclear_Uranium,0.06373763009712596,MegaCap_AI,0.06213363968412342,Semis,0.056880695177184075
2025-05-30,Nuclear_Uranium,0.06381915147089472,MegaCap_AI,0.062174534737972374,Semis,0.05706514968421042
2025-05-31,Nuclear_Uranium,0.06393121228757553,MegaCap_AI,0.06218367250006623,Semis,0.05709776533916012
2025-06-01,Nuclear_Uranium,0.06393123486039902,MegaCap_AI,0.06218373069456923,Semis,0.057097821926179876
2025-06-02,Nuclear_Uranium,0.06392983123941016,MegaCap_AI,0.06218281279231909,Semis,0.057096765781113834
2025-06-03,Nuclear_Uranium,0.06342396328247099,MegaCap_AI,0.06266497400954871,Semis,0.057109624827758214
2025-06-04,Nuclear_Uranium,0.06309359411969725,MegaCap_AI,0.06272917579480296,Semis,0.057146750326973875
2025-06-05,Nuclear_Uranium,0.06332569862259343,MegaCap_AI,0.06280184420220068,Semis,0.05725095613902122
2025-06-06,MegaCap_AI,0.06418188811246588,Nuclear_Uranium,0.06333450433107748,Semis,0.057282962841130734
2025-06-07,MegaCap_AI,0.06431514210939597,Nuclear_Uranium,0.06334696434175872,Semis,0.057211201182846914
2025-06-08,MegaCap_AI,0.06431374155681127,Nuclear_Uranium,0.06334443557946919,Semis,0.057209540326218396
2025-06-09,MegaCap_AI,0.06430787588887374,Nuclear_Uranium,0.06333702068365675,Semis,0.05720320680228529
2025-06-10,MegaCap_AI,0.06427816501716098,Nuclear_Uranium,0.0629101359976472,Semis,0.05726209968353177
2025-06-11,MegaCap_AI,0.06425091297714985,Nuclear_Uranium,0.06261511823329526,Semis,0.05716445174972564
2025-06-12,MegaCap_AI,0.06530218282627319,Nuclear_Uranium,0.061392602309578194,Semis,0.057210724763639594
2025-06-13,MegaCap_AI,0.06530380624796325,Nuclear_Uranium,0.06150022371941016,Semis,0.0571841124028347
