date,leader1,leader1_share,leader2,leader2_share,leader3,leader3_share
2025-05-09,Nuclear_Uranium,0.06773048986431927,Semis,0.06706516101983326,MegaCap_AI,0.05976364883369187
2025-05-10,Nuclear_Uranium,0.06765951579980775,Semis,0.06713830245993699,MegaCap_AI,0.05980265841930084
2025-05-11,Nuclear_Uranium,0.06766739442258107,Semis,0.06714734383662724,MegaCap_AI,0.05980991953217734
2025-05-12,Nuclear_Uranium,0.0676680240903783,Semis,0.06714803465137091,MegaCap_AI,0.05981036276175746
2025-05-13,Semis,0.06778308620138346,Nuclear_Uranium,0.06722724067422806,MegaCap_AI,0.06015483424822513
2025-05-14,Semis,0.06792747957975444,Nuclear_Uranium,0.06733775293263126,MegaCap_AI,0.060253980628006625
2025-05-15,Semis,0.06775412713866946,Nuclear_Uranium,0.06694661914930665,MegaCap_AI,0.05991955907503685
2025-05-16,Semis,0.06780707168057515,Nuclear_Uranium,0.06689733720793879,MegaCap_AI,0.05990045334232488
2025-05-17,Semis,0.06764191991665204,Nuclear_Uranium,0.06658793305258418,MegaCap_AI,0.0596965674956109
2025-05-18,Semis,0.06764215590984134,Nuclear_Uranium,0.06658816378084863,MegaCap_AI,0.05969669175053431
2025-05-19,Semis,0.06764523417157584,Nuclear_Uranium,0.06659033634944468,MegaCap_AI,0.05969909854646777
2025-05-20,Semis,0.06753144934992544,Nuclear_Uranium,0.06648557217217581,MegaCap_AI,0.05953138625061636
2025-05-21,Semis,0.06753803486833367,Nuclear_Uranium,0.06635930960816575,MegaCap_AI,0.059557980150657316
2025-05-22,Semis,0.06781014837367931,Nuclear_Uranium,0.06608046440433624,MegaCap_AI,0.059200223097387185
2025-05-23,Semis,0.06801050672065956,Nuclear_Uranium,0.06625016388562786,MegaCap_AI,0.05958459940525149
2025-05-24,Semis,0.0681933514602217,Nuclear_Uranium,0.06262128034822385,MegaCap_AI,0.05964870134321858
2025-05-25,Semis,0.06819158997109986,Nuclear_Uranium,0.06261918353236837,MegaCap_AI,0.05964737021542989
2025-05-26,Semis,0.06818881912297257,Nuclear_Uranium,0.06261609343729405,MegaCap_AI,0.05964547328004746
2025-05-27,Semis,0.06818819911187346,Nuclear_Uranium,0.0626156906246206,MegaCap_AI,0.05964494721959447
2025-05-28,Semis,0.06834749727954972,Nuclear_Uranium,0.06232413374875639,MegaCap_AI,0.060296648861442384
2025-05-29,Semis,0.06816256919217162,Nuclear_Uranium,0.062315136619331996,MegaCap_AI,0.0604146286443396
2025-05-30,Semis,0.06835811067133177,Nuclear_Uranium,0.06238996702563402,MegaCap_AI,0.06045358123485443
2025-05-31,Semis,0.06840864171837183,Nuclear_Uranium,0.06249983688806452,MegaCap_AI,0.06046192009056166
2025-06-01,Semis,0.0684087049855979,Nuclear_Uranium,0.06249986002323606,MegaCap_AI,0.060461975999403963
2025-06-02,Semis,0.06840745536042722,Nuclear_Uranium,0.062498533212656096,MegaCap_AI,0.060461118060288
2025-06-03,Semis,0.06860835201614346,Nuclear_Uranium,0.061682250990645796,MegaCap_AI,0.06093447778584456
2025-06-04,Semis,0.06862361371718921,Nuclear_Uranium,0.06136785676659731,MegaCap_AI,0.06100523369470558
2025-06-05,Semis,0.06872097999749156,Nuclear_Uranium,0.061590540197996195,MegaCap_AI,0.06107728116482968
2025-06-06,Semis,0.06875686007724795,MegaCap_AI,0.062434223375231815,Nuclear_Uranium,0.06159241334311467
2025-06-07,Semis,0.06843446322976021,MegaCap_AI,0.06257364838962368,Nuclear_Uranium,0.0616229752887014
2025-06-08,Semis,0.06843250836902805,MegaCap_AI,0.06257234428600192,Nuclear_Uranium,0.061620613843934066
2025-06-09,Semis,0.06842515181382487,MegaCap_AI,0.06256680641705407,Nuclear_Uranium,0.06161362497566754
2025-06-10,Semis,0.06843575241820268,MegaCap_AI,0.0625388654643038,Nuclear_Uranium,0.061179303789894356
2025-06-11,Semis,0.06833762781551986,MegaCap_AI,0.06251365486872269,Nuclear_Uranium,0.060889132852182344
2025-06-12,Semis,0.06837063455088659,MegaCap_AI,0.06354452598058505,Nuclear_Uranium,0.05971923545168387
2025-06-13,Semis,0.06833533046929285,MegaCap_AI,0.06354650330839018,Nuclear_Uranium,0.05982815228754589
2025-06-14,Semis,0.06841917654258213,MegaCap_AI,0.06383378611787272,Nuclear_Uranium,0.060598394566639485
2025-06-15,Semis,0.06841943852208472,MegaCap_AI,0.06383393258077596,Nuclear_Uranium,0.060598823128788774
2025-06-16,Semis,0.06841948726491083,MegaCap_AI,0.06383398760895016,Nuclear_Uranium,0.06059881311590766
2025-06-17,Semis,0.0684874048351262,MegaCap_AI,0.06391042545195766,Nuclear_Uranium,0.06076888630354314
2025-06-18,Semis,0.068761622043604,MegaCap_AI,0.06417400423369572,Nuclear_Uranium,0.06082087556738306
2025-06-19,Semis,0.06868548387750488,MegaCap_AI,0.06410238425732377,Nuclear_Uranium,0.060866980194556705
2025-06-20,Semis,0.06863876049667451,MegaCap_AI,0.06390595556018472,Nuclear_Uranium,0.06102078351540232
2025-06-21,Semis,0.068631852355383,MegaCap_AI,0.06367846457038812,Nuclear_Uranium,0.06117106914325773
2025-06-22,Semis,0.06863360621305405,MegaCap_AI,0.06367972794506079,Nuclear_Uranium,0.06117311163447109
2025-06-23,Semis,0.06863411507217325,MegaCap_AI,0.06368010364778577,Nuclear_Uranium,0.0611737564985652
2025-06-24,Semis,0.0687844689234711,MegaCap_AI,0.06372468749465127,Nuclear_Uranium,0.06119190740926245
2025-06-25,Semis,0.06896067917305597,MegaCap_AI,0.0638281664222295,Nuclear_Uranium,0.06142868889584971
2025-06-26,Semis,0.0691933215534244,MegaCap_AI,0.0638686091214877,Nuclear_Uranium,0.06173283916374054
2025-06-27,Semis,0.06908901052845542,MegaCap_AI,0.06397175428514651,Nuclear_Uranium,0.06186791191869328
2025-06-28,Semis,0.06952477291593909,MegaCap_AI,0.06411363742582203,Nuclear_Uranium,0.06128547721307508
2025-06-29,Semis,0.06952307375926688,MegaCap_AI,0.06411214982041628,Nuclear_Uranium,0.06128449357184139
2025-06-30,Semis,0.06952368278278334,MegaCap_AI,0.06411269891873923,Nuclear_Uranium,0.06128465981292204
2025-07-01,Semis,0.06954321774010759,MegaCap_AI,0.06405587662584462,Nuclear_Uranium,0.06121973040121192
2025-07-02,Semis,0.06956865454405864,MegaCap_AI,0.06403938686807528,Nuclear_Uranium,0.061382012686328716
2025-07-03,Semis,0.06958497434426088,MegaCap_AI,0.06412369615880052,Nuclear_Uranium,0.06113729554260034
2025-07-04,Semis,0.06980192187344832,MegaCap_AI,0.06419064311332318,Nuclear_Uranium,0.06062863886977992
2025-07-05,Semis,0.06970090924962669,MegaCap_AI,0.06410880250754525,Nuclear_Uranium,0.06049902404466035
2025-07-06,Semis,0.06969963265657234,MegaCap_AI,0.06410774256896103,Nuclear_Uranium,0.060498230144250466
2025-07-07,Semis,0.06965652987734405,MegaCap_AI,0.06407248294352227,Nuclear_Uranium,0.06046730597364618
2025-07-08,Semis,0.06969355261438795,MegaCap_AI,0.0641023150868895,Nuclear_Uranium,0.05951940450899792
2025-07-09,Semis,0.06979524626027989,MegaCap_AI,0.06411582687035605,Nuclear_Uranium,0.05915507285277212
2025-07-10,Semis,0.06976279894763089,MegaCap_AI,0.0641764190318928,Nuclear_Uranium,0.05896519346478333
2025-07-11,Semis,0.06981019833528314,MegaCap_AI,0.06447203468892469,Nuclear_Uranium,0.058607699506837696
2025-07-12,Semis,0.07021835395860483,MegaCap_AI,0.06456084735228476,Nuclear_Uranium,0.05877445268685918
2025-07-13,Semis,0.070216935120866,MegaCap_AI,0.06455957581889375,Nuclear_Uranium,0.05877343586061661
2025-07-14,Semis,0.07019370722226884,MegaCap_AI,0.06454149760004461,Nuclear_Uranium,0.05874800335449702
2025-07-15,Semis,0.0702730910430053,MegaCap_AI,0.06442557030995075,Nuclear_Uranium,0.05799881239624976
2025-07-16,Semis,0.06987632546413819,MegaCap_AI,0.06433614512556035,Nuclear_Uranium,0.058076090885305964
2025-07-17,Semis,0.0688562063340658,MegaCap_AI,0.06442610437648069,Nuclear_Uranium,0.05809010301351519
2025-07-18,Semis,0.0686809123559102,MegaCap_AI,0.0641983305583629,Nuclear_Uranium,0.05784772445128158
2025-07-19,Semis,0.06888293303106026,MegaCap_AI,0.06429892916667937,Nuclear_Uranium,0.057820829901213656
2025-07-20,Semis,0.06888268119898745,MegaCap_AI,0.06429870502327074,Nuclear_Uranium,0.05782080754222493
2025-07-21,Semis,0.06888365005526878,MegaCap_AI,0.06429978915096196,Nuclear_Uranium,0.057819681726094495
2025-07-22,Semis,0.06905477758513869,MegaCap_AI,0.06473576909538502,Nuclear_Uranium,0.057526419274021495
2025-07-23,Semis,0.06900022791752101,MegaCap_AI,0.0647377569692979,Nuclear_Uranium,0.05751645290346331
